"","x"
"1179",0.685773103208823
"1180",0.689035975428764
"1181",0.69230157562973
"1182",0.695569861230487
"1183",0.698840789634358
"1184",0.702114318230021
"1185",0.705390404392293
"1186",0.708669005482926
"1187",0.711950078851395
"1188",0.715233581835688
"1189",0.718519471763099
"1190",0.721807705951014
"1191",0.725098241707708
"1192",0.72839103633313
"1193",0.731686047119696
"1194",0.73498323135308
"1195",0.738282546313003
"1196",0.741583949274026
"1197",0.744887397506336
"1198",0.748192848276541
"1199",0.751500258848459
"1200",0.754809586483911
"1201",0.758120788443504
"1202",0.761433821987432
"1203",0.764748644376258
"1204",0.768065212871709
"1205",0.771383484737465
"1206",0.774703417239951
"1207",0.778024967649125
"1208",0.781348093239272
"1209",0.784672751289791
"1210",0.78799889908599
"1211",0.791326493919868
"1212",0.794655493090918
"1213",0.797985853906908
"1214",0.801317533684673
"1215",0.804650489750911
"1216",0.807984679442966
"1217",0.811320060109623
"1218",0.814656589111899
"1219",0.817994223823832
"1220",0.821332921633271
"1221",0.824672639942668
"1222",0.828013336169869
"1223",0.831354967748901
"1224",0.834697492130768
"1225",0.838040866784237
"1226",0.841385049196631
"1227",0.844729996874617
"1228",0.848075667345003
"1229",0.851422018155518
"1230",0.854769006875613
"1231",0.858116591097245
"1232",0.861464728435671
"1233",0.864813376530234
"1234",0.868162493045163
"1235",0.87151203567035
"1236",0.874861962122154
"1237",0.878212230144181
"1238",0.881562797508082
"1239",0.884913622014339
"1240",0.888264661493058
"1241",0.891615873804759
"1242",0.894967216841165
"1243",0.898318648525995
"1244",0.901670126815752
"1245",0.905021609700517
"1246",0.908373055204736
"1247",0.911724421388013
"1248",0.915075666345899
"1249",0.918426748210683
"1250",0.921777625152185
"1251",0.925128255378541
"1252",0.928478597136999
"1253",0.931828608714707
"1254",0.935178248439504
"1255",0.938527474680712
"1256",0.941876245849923
"1257",0.945224520401792
"1258",0.948572256834829
"1259",0.951919413692186
"1260",0.955265949562451
"1261",0.958611823080436
"1262",0.961956992927969
"1263",0.965301417834684
"1264",0.968645056578811
"1265",0.971987867987967
"1266",0.97532981093995
"1267",0.978670844363523
"1268",0.982010927239208
"1269",0.98535001860008
"1270",0.988688077532549
"1271",0.99202506317716
"1272",0.995360934729375
"1273",0.998695651440373
"1274",1.00202917261783
"1275",1.00536145762672
"1276",1.0086924658901
"1277",1.01202215688989
"1278",1.01535049016769
"1279",1.01867742532554
"1280",1.02200292202675
"1281",1.02532693999664
"1282",1.02864943902337
"1283",1.03197037895871
"1284",1.03528971971885
"1285",1.03860742128516
"1286",1.04192344370503
"1287",1.04523774709259
"1288",1.04855029162957
"1289",1.05186103756605
"1290",1.05516994522126
"1291",1.05847697498437
"1292",1.0617820873153
"1293",1.06508524274546
"1294",1.06838640187861
"1295",1.0716855253916
"1296",1.07498257403515
"1297",1.07827750863471
"1298",1.08157029009117
"1299",1.08486087938171
"1300",1.08814923756055
"1301",1.09143532575976
"1302",1.09471910519005
"1303",1.09800053714158
"1304",1.10127958298469
"1305",1.10455620417076
"1306",1.10783036223296
"1307",1.11110201878705
"1308",1.11437113553217
"1309",1.11763767425164
"1310",1.12090159681372
"1311",1.12416286517247
"1312",1.12742144136844
"1313",1.13067728752955
"1314",1.13393036587182
"1315",1.13718063870022
"1316",1.14042806840939
"1317",1.14367261748448
"1318",1.14691424850194
"1319",1.15015292413028
"1320",1.15338860713088
"1321",1.15662126035878
"1322",1.15985084676349
"1323",1.16307732938972
"1324",1.16630067137825
"1325",1.16952083596666
"1326",1.17273778649015
"1327",1.1759514863823
"1328",1.17916189917592
"1329",1.18236898850377
"1330",1.18557271809941
"1331",1.18877305179794
"1332",1.19196995353683
"1333",1.1951633873567
"1334",1.1983533174021
"1335",1.20153970792229
"1336",1.20472252327208
"1337",1.20790172791256
"1338",1.21107728641194
"1339",1.21424916344629
"1340",1.21741732380039
"1341",1.22058173236848
"1342",1.22374235415505
"1343",1.22689915427566
"1344",1.23005209795768
"1345",1.23320115054116
"1346",1.23634627747953
"1347",1.23948744434045
"1348",1.24262461680659
"1349",1.24575776067641
"1350",1.24888684186494
"1351",1.25201182640462
"1352",1.25513268044602
"1353",1.25824937025868
"1354",1.2613618622319
"1355",1.26447012287551
"1356",1.26757411882065
"1357",1.27067381682061
"1358",1.27376918375157
"1359",1.27686018661342
"1360",1.27994679253053
"1361",1.28302896875256
"1362",1.28610668265523
"1363",1.28917990174115
"1364",1.29224859364055
"1365",1.29531272611212
"1366",1.29837226704379
"1367",1.3014271844535
"1368",1.30447744649002
"1369",1.30752302143371
"1370",1.31056387769734
"1371",1.31359998382686
"1372",1.3166313085022
"1373",1.31965782053806
"1374",1.32267948888468
"1375",1.32569628262869
"1376",1.32870817099382
"1377",1.33171512334175
"1378",1.33471710917288
"1379",1.3377140981271
"1380",1.34070605998464
"1381",1.3436929646668
"1382",1.34667478223676
"1383",1.34965148290038
"1384",1.35262303700698
"1385",1.35558941505014
"1386",1.3585505876685
"1387",1.3615065256465
"1388",1.36445719991523
"1389",1.3674025815532
"1390",1.37034264178712
"1391",1.3732773519927
"1392",1.37620668369543
"1393",1.3791306085714
"1394",1.38204909844805
"1395",1.384962125305
"1396",1.38786966127479
"1397",1.39077167864373
"1398",1.39366814985266
"1399",1.39655904749773
"1400",1.39944434433121
"1401",1.40232401326227
"1402",1.40519802735778
"1403",1.4080663598431
"1404",1.41092898410284
"1405",1.41378587368171
"1406",1.41663700228526
"1407",1.41948234378068
"1408",1.42232187219761
"1409",1.42515556172891
"1410",1.42798338673148
"1411",1.430805321727
"1412",1.43362134140276
"1413",1.43643142061244
"1414",1.43923553437693
"1415",1.44203365788504
"1416",1.44482576649438
"1417",1.4476118357321
"1418",1.45039184129569
"1419",1.45316575905379
"1420",1.45593356504695
"1421",1.45869523548844
"1422",1.46145074676503
"1423",1.4642000754378
"1424",1.4669431982429
"1425",1.46968009209236
"1426",1.4724107340749
"1427",1.47513510145667
"1428",1.47785317168208
"1429",1.48056492237459
"1430",1.48327033133747
"1431",1.48596937655463
"1432",1.48866203619138
"1433",1.49134828859523
"1434",1.4940281122967
"1435",1.49670148601007
"1436",1.4993683886342
"1437",1.50202879925333
"1438",1.50468269713784
"1439",1.50733006174505
"1440",1.50997087272003
"1441",1.51260510989638
"1442",1.51523275329699
"1443",1.51785378313488
"1444",1.52046817981397
"1445",1.52307592392986
"1446",1.52567699627063
"1447",1.52827137781763
"1448",1.53085904974626
"1449",1.5334399934268
"1450",1.53601419042515
"1451",1.53858162250364
"1452",1.54114227162184
"1453",1.5436961199373
"1454",1.54624314980641
"1455",1.54878334378514
"1456",1.55131668462984
"1457",1.55384315529805
"1458",1.55636273894925
"1459",1.5588754189457
"1460",1.5613811788532
"1461",1.56388000244188
"1462",1.56637187368702
"1463",1.5688567767698
"1464",1.57133469607811
"1465",1.57380561620734
"1466",1.57626952196118
"1467",1.57872639835239
"1468",1.58117623060362
"1469",1.58361900414815
"1470",1.58605470463075
"1471",1.5884833179084
"1472",1.59090483005114
"1473",1.59331922734282
"1474",1.5957264962819
"1475",1.59812662358227
"1476",1.60051959617399
"1477",1.60290540120412
"1478",1.60528402603749
"1479",1.60765545825751
"1480",1.61001968566694
"1481",1.61237669628868
"1482",1.61472647836659
"1483",1.61706902036624
"1484",1.61940431097573
"1485",1.62173233910648
"1486",1.62405309389399
"1487",1.62636656469868
"1488",1.62867274110663
"1489",1.6309716129304
"1490",1.63326317020981
"1491",1.63554740321276
"1492",1.63782430243595
"1493",1.64009385860576
"1494",1.64235606267897
"1495",1.64461090584359
"1496",1.64685837951962
"1497",1.64909847535988
"1498",1.65133118525076
"1499",1.65355650131304
"1500",1.65577441590267
"1501",1.65798492161155
"1502",1.66018801126835
"1503",1.66238367793926
"1504",1.66457191492881
"1505",1.66675271578066
"1506",1.66892607427837
"1507",1.67109198444621
"1508",1.67325044054996
"1509",1.67540143709765
"1510",1.67754496884041
"1511",1.67968103077323
"1512",1.68180961813576
"1513",1.68393072641309
"1514",1.68604435133656
"1515",1.68815048888452
"1516",1.69024913528315
"1517",1.69234028700724
"1518",1.69442394078098
"1519",1.69650009357874
"1520",1.69856874262588
"1521",1.70062988539953
"1522",1.70268351962939
"1523",1.70472964329849
"1524",1.70676825464403
"1525",1.70879935215813
"1526",1.71082293458864
"1527",1.71283900093991
"1528",1.71484755047361
"1529",1.7168485827095
"1530",1.71884209742624
"1531",1.72082809466214
"1532",1.72280657471601
"1533",1.72477753814789
"1534",1.72674098577989
"1535",1.72869691869694
"1536",1.73064533824761
"1537",1.7325862460449
"1538",1.73451964396701
"1539",1.73644553415814
"1540",1.73836391902929
"1541",1.74027480125903
"1542",1.74217818379432
"1543",1.74407406985127
"1544",1.74596246291596
"1545",1.74784336674519
"1546",1.74971678536732
"1547",1.75158272308302
"1548",1.75344118446609
"1549",1.75529217436423
"1550",1.75713569789984
"1551",1.75897176047081
"1552",1.76080036775129
"1553",1.76262152569253
"1554",1.76443524052363
"1555",1.76624151875232
"1556",1.7680403671658
"1557",1.76983179283148
"1558",1.77161580309781
"1559",1.77339240559505
"1560",1.77516160823604
"1561",1.77692341921704
"1562",1.7786778470185
"1563",1.78042490040581
"1564",1.78216458843017
"1565",1.78389692042929
"1566",1.78562190602827
"1567",1.78733955514032
"1568",1.78904987796758
"1569",1.79075288500193
"1570",1.79244858702573
"1571",1.79413699511267
"1572",1.79581812062849
"1573",1.79749197523186
"1574",1.79915857087508
"1575",1.80081791980492
"1576",1.80247003456344
"1577",1.80411492798868
"1578",1.80575261321557
"1579",1.80738310367663
"1580",1.80900641310282
"1581",1.81062255552427
"1582",1.81223154527114
"1583",1.81383339697436
"1584",1.81542812556645
"1585",1.81701574628227
"1586",1.81859627465987
"1587",1.82016972654124
"1588",1.82173611807309
"1589",1.82329546570767
"1590",1.82484778620358
"1591",1.82639309662648
"1592",1.82793141434997
"1593",1.82946275705632
"1594",1.8309871427373
"1595",1.83250458969495
"1596",1.83401511654235
"1597",1.83551874220447
"1598",1.8370154859189
"1599",1.83850536723667
"1600",1.83998840602305
"1601",1.8414646224583
"1602",1.84293403703852
"1603",1.84439667057638
"1604",1.84585254420195
"1605",1.84730167936348
"1606",1.84874409782819
"1607",1.85017982168306
"1608",1.8516088733356
"1609",1.8530312755147
"1610",1.85444705127134
"1611",1.85585622397946
"1612",1.85725881733669
"1613",1.85865485536517
"1614",1.86004436241233
"1615",1.86142736315168
"1616",1.86280388258362
"1617",1.86417394603622
"1618",1.86553757916597
"1619",1.86689480795864
"1620",1.86824565873004
"1621",1.86959015812678
"1622",1.87092833312711
"1623",1.87226021104168
"1624",1.87358581951435
"1625",1.87490518652295
"1626",1.87621834038012
"1627",1.87752530973404
"1628",1.87882612356928
"1629",1.88012081120754
"1630",1.88140940230848
"1631",1.88269192687047
"1632",1.88396841523143
"1633",1.88523889806958
"1634",1.88650340640426
"1635",1.88776197159668
"1636",1.88901462535076
"1637",1.89026139971388
"1638",1.8915023270777
"1639",1.89273744017894
"1640",1.89396677210016
"1641",1.89519035627055
"1642",1.89640822646675
"1643",1.89762041681361
"1644",1.89882696178499
"1645",1.90002789620455
"1646",1.90122325524655
"1647",1.90241307443663
"1648",1.9035973896526
"1649",1.90477623712523
"1650",1.90594965343905
"1651",1.90711767553314
"1652",1.90828034070189
"1653",1.90943768659586
"1654",1.91058975122248
"1655",1.91173657294692
"1656",1.91287819049283
"1657",1.91401464294316
"1658",1.91514596974092
"1659",1.91627221069001
"1660",1.91739340595598
"1661",1.91850959606684
"1662",1.91962082191382
"1663",1.9207271247522
"1664",1.92182854620207
"1665",1.92292512824915
"1666",1.92401691324555
"1667",1.92510394391057
"1668",1.92618626333151
"1669",1.92726391496442
"1670",1.92833694263495
"1671",1.92940539053907
"1672",1.93046930324391
"1673",1.93152872568856
"1674",1.93258370318481
"1675",1.93363428141797
"1676",1.93468050644768
"1677",1.93572242470864
"1678",1.93676008301149
"1679",1.93779352854351
"1680",1.93882280886948
"1681",1.93984797193241
"1682",1.94086906605439
"1683",1.94188613993734
"1684",1.94289924266382
"1685",1.94390842369781
"1686",1.94491373288551
"1687",1.9459152204561
"1688",1.9469129370226
"1689",1.94790693358257
"1690",1.94889726151899
"1691",1.94988397260097
"1692",1.95086711898459
"1693",1.9518467532137
"1694",1.95282292822065
"1695",1.95379569732716
"1696",1.95476511424503
"1697",1.95573123307701
"1698",1.95669410831752
"1699",1.9576537948535
"1700",1.95861034796513
"1701",1.95956382332671
"1702",1.96051427700738
"1703",1.96146176547194
"1704",1.96240634558162
"1705",1.9633480745949
"1706",1.96428701016829
"1707",1.96522321035711
"1708",1.96615673361627
"1709",1.96708763880111
"1710",1.96801598516814
"1711",1.96894183237584
"1712",1.96986524048547
"1713",1.97078626996186
"1714",1.97170498167416
"1715",1.9726214368967
"1716",1.97353569730971
"1717",1.97444782500015
"1718",1.97535788246251
"1719",1.97626593259955
"1720",1.97717203872316
"1721",1.97807626455508
"1722",1.97897867422775
"1723",1.97987933228507
"1724",1.98077830368319
"1725",1.9816756537913
"1726",1.98257144839244
"1727",1.98346575368428
"1728",1.9843586362799
"1729",1.98525016320859
"1730",1.98614040191663
"1731",1.98702942026811
"1732",1.98791728654569
"1733",1.98880406945139
"1734",1.98968983810742
"1735",1.99057466205691
"1736",1.99145861126475
"1737",1.99234175611836
"1738",1.99322416742848
"1739",1.99410591642998
"1740",1.99498707478262
"1741",1.99586771457185
"1742",1.99674790830963
"1743",1.99762772893516
"1744",1.99850724981575
"1745",1.99938654474753
"1746",2.0002656879563
"1747",2.0011447540983
"1748",2.00202381826099
"1749",2.00290295596384
"1750",2.00378224315916
"1751",2.00466175623284
"1752",2.00554157200516
"1753",2.00642176773159
"1754",2.00730242110358
"1755",2.00818361024932
"1756",2.00906541373458
"1757",2.00994791056346
"1758",2.0108311801792
"1759",2.01171530246496
"1760",2.01260035774461
"1761",2.01348642678356
"1762",2.01437359078947
"1763",2.01526193141313
"1764",2.01615153074918
"1765",2.01704247133694
"1766",2.01793483616119
"1767",2.01882870865296
"1768",2.01972417269032
"1769",2.02062131259916
"1770",2.02152021315402
"1771",2.02242095957882
"1772",2.02332363754771
"1773",2.02422833318581
"1774",2.02513513307004
"1775",2.02604412422989
"1776",2.02695539414822
"1777",2.02786903076203
"1778",2.02878512246329
"1779",2.02970375809968
"1780",2.03062502697543
"1781",2.03154901885208
"1782",2.03247582394928
"1783",2.03340553294557
"1784",2.0343382369792
"1785",2.03527402764887
"1786",2.03621299701458
"1787",2.03715523759837
"1788",2.03810084238515
"1789",2.03904990482346
"1790",2.04000251882628
"1791",2.04095877877181
"1792",2.04191877950426
"1793",2.04288261633465
"1794",2.04385038504161
"1795",2.04482218187212
"1796",2.04579810354237
"1797",2.04677824723849
"1798",2.04776271061741
"1799",2.04875159180755
"1800",2.04974498940971
"1801",2.05074300249782
"1802",2.0517457306197
"1803",2.0527532737979
"1804",2.05376573253048
"1805",2.05478320779178
"1806",2.05580580103322
"1807",2.05683361418409
"1808",2.05786674965235
"1809",2.05890531032542
"1810",2.05994939957095
"1811",2.06099912123763
"1812",2.06205457965599
"1813",2.06311587963915
"1814",2.06418312648365
"1815",2.06525642597024
"1816",2.06633588436463
"1817",2.06742160841834
"1818",2.06851370536942
"1819",2.06961228294332
"1820",2.07071744935362
"1821",2.07182931330283
"1822",2.07294798398321
"1823",2.07407357107753
"1824",2.07520618475989
"1825",2.07634593569647
"1826",2.07749293504635
"1827",2.0786472944623
"1828",2.07980912609157
"1829",2.08097854257666
"1830",2.08215565705613
"1831",2.08334058316539
"1832",2.08453343503748
"1833",2.08573432730388
"1834",2.08694337509528
"1835",2.08816069404238
"1836",2.08938640027667
"1837",2.09062061043125
"1838",2.09186344164157
"1839",2.09311501154629
"1840",2.09437543828799
"1841",2.09564484051403
"1842",2.0969233373773
"1843",2.09821104853703
"1844",2.09950809415957
"1845",2.10081459491918
"1846",2.10213067199883
"1847",2.10345644709099
"1848",2.10479204239841
"1849",2.10613758063491
"1850",2.10749318502618
"1851",2.10885897931058
"1852",2.1102350877399
"1853",2.11162163508018
"1854",2.11301874661249
"1855",2.11442654813371
"1856",2.11584516595734
"1857",2.11727472691428
"1858",2.1187153583536
"1859",2.1201671881434
"1860",2.1216303446715
"1861",2.12310495684631
"1862",2.1245911540976
"1863",2.12608906637726
"1864",2.12759882416014
"1865",2.1291205584448
"1866",2.13065440075432
"1867",2.13220048313708
"1868",2.13375893816757
"1869",2.13532989894716
"1870",2.1369134991049
"1871",2.1385098727983
"1872",2.14011915471415
"1873",2.14174148006927
"1874",2.14337698461133
"1875",2.14502580461962
"1876",2.14668807690587
"1877",2.148363938815
"1878",2.15005352822596
"1879",2.15175698355247
"1880",2.15347444374384
"1881",2.15520604828576
"1882",2.15695193720108
"1883",2.1587122510506
"1884",2.16048713093388
"1885",2.16227671849001
"1886",2.1640811558984
"1887",2.16590058587959
"1888",2.16773515169602
"1889",2.16958499715283
"1890",2.17145026659865
"1891",2.1733311049264
"1892",2.17522765757404
"1893",2.17714007052543
"1894",2.17906849031106
"1895",2.18101306400887
"1896",2.18297393924502
"1897",2.18495126419471
"1898",2.18694518758294
"1899",2.18895585868532
"1900",2.19098342732887
"1901",2.19302804389276
"1902",2.19508985930918
"1903",2.19716902506404
"1904",2.19926569319786
"1905",2.20138001630645
"1906",2.20351214754182
"1907",2.20566224061285
"1908",2.20783044978617
"1909",2.21001692988694
"1910",2.21222183629957
"1911",2.2144453249686
"1912",2.21668755239944
"1913",2.21894867565918
"1914",2.22122885237735
"1915",2.22352824074677
"1916",2.22584699952426
"1917",2.22818528803152
"1918",2.23054326615584
"1919",2.23292109435094
"1920",2.23531893363776
"1921",2.2377369456052
"1922",2.24017529241098
"1923",2.24263413678239
"1924",2.24511364201709
"1925",2.24761397198389
"1926",2.25013529112355
"1927",2.25267776444958
"1928",2.25524155754903
"1929",2.25782683658323
"1930",2.26043376828868
"1931",2.26306251997773
"1932",2.26571325953945
"1933",2.2683861554404
"1934",2.27108137672539
"1935",2.27379909301832
"1936",2.27653947452292
"1937",2.27930269202359
"1938",2.28208891688615
"1939",2.28489832105866
"1940",2.28773107707219
"1941",2.2905873580416
"1942",2.2934673376664
"1943",2.29637119023142
"1944",2.29929909060774
"1945",2.30225121425335
"1946",2.30522773721405
"1947",2.30822883612415
"1948",2.31125468820733
"1949",2.31430547127741
"1950",2.31738136373909
"1951",2.32048254458883
"1952",2.32360919341556
"1953",2.32676149040154
"1954",2.32993961632308
"1955",2.33314375255139
"1956",2.33637408105334
"1957",2.33963078439226
"1958",2.3429140457287
"1959",2.3462240488213
"1960",2.34956097802749
"1961",2.35292501830433
"1962",2.35631635520929
"1963",2.35973517490104
"1964",2.36318166414024
"1965",2.36665601029034
"1966",2.37015840131835
"1967",2.37368902579565
"1968",2.37724807289878
"1969",2.38083573241021
"1970",2.38445219471915
"1971",2.38809765082233
"1972",2.39177229232481
"1973",2.39547631144075
"1974",2.39920990099419
"1975",2.40297325441989
"1976",2.40676656576406
"1977",2.41059002968518
"1978",2.41444384145481
"1979",2.41832819695835
"1980",2.42224329269582
"1981",2.42618932578269
"1982",2.43016649395066
"1983",2.43417499554842
"1984",2.43821502954249
"1985",2.44228679551794
"1986",2.44639049367927
"1987",2.45052632485113
"1988",2.45469449047913
"1989",2.45889519263064
"1990",2.4631286339956
"1991",2.46739501788724
"1992",2.47169454824296
"1993",2.47602742962506
"1994",2.48039386722153
"1995",2.4847940668469
"1996",2.48922823494295
"1997",2.49369657857956
"1998",2.49819930545547
"1999",2.5027366238991
"2000",2.50730874286929
